0 0
0 0
0 5.84
0 212.88
0 456.16
0 476.7392
0 465.0292
0 394.1455
0 396.333
0 443.9698
0 517.8719
0 494.6146
0 223.0668
0 115.35
1 1010.379
1 820.9209
1 1158.45
1 3483.1
1 4074.73
1 4606.79
1 5562.091
1 5980.8
1 5838.774
1 5438.106
1 2057.856
1 794.256
1 428.9431
1 262.8037
2 0
2 0
2 0
2 0
2 3142.902
2 69029.33
2 118921.5
2 107542.5
2 92305.59
2 72555.09
2 55009.64
2 32585.26
2 20748.61
2 26003.59
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
3 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
4 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
5 0
6 1736422
6 1763960
6 1580899
6 685760.1
6 467255.1
6 190779.7
6 0
6 0
6 0
6 0
6 0
6 0
6 0
6 0
7 250.1683
7 6427392
7 10734081
7 14839114
7 5145474
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
7 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
8 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
9 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
10 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
11 0
12 0.8688
12 11307.43
12 25088.81
12 23737.22
12 22463.66
12 21121.6
12 17154.41
12 10711.34
12 30.6618
12 0
12 0
12 0
12 0
12 0
13 5.0978
13 9009.724
13 17509.75
13 11315.81
13 6919.706
13 2431.84
13 1286.433
13 458.977
13 65.51735
13 0.140475
13 0
13 0
13 0
13 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
14 0
15 0
15 0.3443
15 1027.822
15 2014.416
15 1903.309
15 1704.293
15 1835.349
15 3386.466
15 0
15 0
15 0
15 0
15 0
15 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
16 0
17 5623.275
17 81231451
17 96215926
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
17 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
18 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
19 0
20 0
20 0
20 0
20 0
20 0
20 0
