pt_graph cpue_kghour
19780 0
19780 56.6526210745015
19780 56.6526210745015
19780 56.6526210745015
19780 56.6526210745015
19780 0
19780 0
19780 228.755363718759
19780 228.755363718759
19780 228.755363718759
19780 228.755363718759
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 0
19780 11.6666666666667
19960 0
19960 56.6526210745015
19960 56.6526210745015
19960 56.6526210745015
19960 56.6526210745015
19960 0
19960 0
19960 228.755363718759
19960 228.755363718759
19960 228.755363718759
19960 228.755363718759
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 0
19960 11.6666666666667
20296 0
20296 56.6526210745015
20296 56.6526210745015
20296 56.6526210745015
20296 56.6526210745015
20296 0
20296 0
20296 228.755363718759
20296 228.755363718759
20296 228.755363718759
20296 228.755363718759
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 0
20296 11.6666666666667
20455 0
20455 56.6526210745015
20455 56.6526210745015
20455 56.6526210745015
20455 56.6526210745015
20455 0
20455 0
20455 228.755363718759
20455 228.755363718759
20455 228.755363718759
20455 228.755363718759
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 0
20455 11.6666666666667
20599 0
20599 56.6526210745015
20599 56.6526210745015
20599 56.6526210745015
20599 56.6526210745015
20599 0
20599 0
20599 228.755363718759
20599 228.755363718759
20599 228.755363718759
20599 228.755363718759
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 0
20599 11.6666666666667
19248 0
19248 56.6526210745015
19248 56.6526210745015
19248 56.6526210745015
19248 56.6526210745015
19248 0
19248 0
19248 228.755363718759
19248 228.755363718759
19248 228.755363718759
19248 228.755363718759
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 0
19248 11.6666666666667
19429 0
19429 56.6526210745015
19429 56.6526210745015
19429 56.6526210745015
19429 56.6526210745015
19429 0
19429 0
19429 228.755363718759
19429 228.755363718759
19429 228.755363718759
19429 228.755363718759
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 0
19429 11.6666666666667
19607 0
19607 56.6526210745015
19607 56.6526210745015
19607 56.6526210745015
19607 56.6526210745015
19607 0
19607 0
19607 228.755363718759
19607 228.755363718759
19607 228.755363718759
19607 228.755363718759
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 0
19607 11.6666666666667
19961 0
19961 56.6526210745015
19961 56.6526210745015
19961 56.6526210745015
19961 56.6526210745015
19961 0
19961 0
19961 228.755363718759
19961 228.755363718759
19961 228.755363718759
19961 228.755363718759
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 0
19961 11.6666666666667
20297 0
20297 56.6526210745015
20297 56.6526210745015
20297 56.6526210745015
20297 56.6526210745015
20297 0
20297 0
20297 228.755363718759
20297 228.755363718759
20297 228.755363718759
20297 228.755363718759
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 0
20297 11.6666666666667
18896 0
18896 56.6526210745015
18896 56.6526210745015
18896 56.6526210745015
18896 56.6526210745015
18896 0
18896 0
18896 228.755363718759
18896 228.755363718759
18896 228.755363718759
18896 228.755363718759
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 0
18896 11.6666666666667
19071 0
19071 56.6526210745015
19071 56.6526210745015
19071 56.6526210745015
19071 56.6526210745015
19071 0
19071 0
19071 228.755363718759
19071 228.755363718759
19071 228.755363718759
19071 228.755363718759
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 0
19071 11.6666666666667
19608 0
19608 56.6526210745015
19608 56.6526210745015
19608 56.6526210745015
19608 56.6526210745015
19608 0
19608 0
19608 228.755363718759
19608 228.755363718759
19608 228.755363718759
19608 228.755363718759
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 0
19608 11.6666666666667
19782 0
19782 56.6526210745015
19782 56.6526210745015
19782 56.6526210745015
19782 56.6526210745015
19782 0
19782 0
19782 228.755363718759
19782 228.755363718759
19782 228.755363718759
19782 228.755363718759
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 0
19782 11.6666666666667
19962 0
